"","speciesId","species_lsid","family","genus","species","subspecies","author","year","parentheses","distribution"
"18802",19393,"urn:lsid:nmbe.ch:spidersp:041383","Lycosidae","Caspicosa","kulsaryensis","","Ponomarev",2007,0,"Kazakhstan"
"18803",19394,"urn:lsid:nmbe.ch:spidersp:041382","Lycosidae","Caspicosa","manytchensis","","Ponomarev",2007,0,"Russia (Europe, West Siberia)"
"18804",19395,"urn:lsid:nmbe.ch:spidersp:046580","Lycosidae","Costacosa","dondalei","","Framenau & Leung",2013,0,"Australia (Western Australia)"
"18805",19396,"urn:lsid:nmbe.ch:spidersp:046579","Lycosidae","Costacosa","torbjorni","","Framenau & Leung",2013,0,"Australia (Western Australia)"
"18806",19397,"urn:lsid:nmbe.ch:spidersp:017725","Lycosidae","Crocodilosa","kittenbergeri","","Caporiacco",1947,0,"East Africa"
"18807",19398,"urn:lsid:nmbe.ch:spidersp:017726","Lycosidae","Crocodilosa","leucostigma","","Simon",1885,1,"India"
"18808",19399,"urn:lsid:nmbe.ch:spidersp:017727","Lycosidae","Crocodilosa","maindroni","","Simon",1897,1,"India"
"18809",19400,"urn:lsid:nmbe.ch:spidersp:017728","Lycosidae","Crocodilosa","ovicula","","Thorell",1895,1,"Myanmar"
"18810",19401,"urn:lsid:nmbe.ch:spidersp:017729","Lycosidae","Crocodilosa","virulenta","","O. Pickard-Cambridge",1876,1,"Egypt"
"18811",19402,"urn:lsid:nmbe.ch:spidersp:017730","Lycosidae","Cynosa","agedabiae","","Caporiacco",1933,0,"North Africa"
"18812",19403,"urn:lsid:nmbe.ch:spidersp:017731","Lycosidae","Tasmanicosa","ramosa","","L. Koch",1877,1,"Australia"
"18813",19404,"urn:lsid:nmbe.ch:spidersp:017735","Lycosidae","Dejerosa","picta","","Roewer",1960,0,"Mozambique"
"18814",19406,"urn:lsid:nmbe.ch:spidersp:019289","Lycosidae","Diahogna","exculta","","L. Koch",1876,1,"Australia (New South Wales), New Caledonia"
"18815",19407,"urn:lsid:nmbe.ch:spidersp:040072","Lycosidae","Diahogna","hildegardae","","Framenau",2006,0,"Australia (New South Wales, Victoria)"
"18816",19408,"urn:lsid:nmbe.ch:spidersp:019318","Lycosidae","Diahogna","martensi","","Karsch",1878,1,"Australia (New South Wales, Victoria, South Australia, Tasmania)"
"18817",19409,"urn:lsid:nmbe.ch:spidersp:040073","Lycosidae","Diahogna","pisauroides","","Framenau",2006,0,"Australia (Northern Territory)"
"18818",19410,"urn:lsid:nmbe.ch:spidersp:017736","Lycosidae","Diapontia","niveovittata","","Mello-Leitão",1945,0,"Brazil, Paraguay, Argentina"
"18819",19413,"urn:lsid:nmbe.ch:spidersp:017740","Lycosidae","Diapontia","uruguayensis","","Keyserling",1877,0,"Brazil, Paraguay, Uruguay, Argentina, Chile"
"18820",19414,"urn:lsid:nmbe.ch:spidersp:018686","Lycosidae","Dingosa","humphreysi","","McKay",1985,1,"Southern Australia"
"18821",19415,"urn:lsid:nmbe.ch:spidersp:017744","Lycosidae","Dingosa","liopus","","Chamberlin",1916,1,"Peru"
"18822",19416,"urn:lsid:nmbe.ch:spidersp:041055","Lycosidae","Dingosa","murata","","Framenau & Baehr",2007,0,"Southern Australia"
"18823",19417,"urn:lsid:nmbe.ch:spidersp:018918","Lycosidae","Dingosa","serrata","","L. Koch",1877,1,"Southern Australia"
"18824",19418,"urn:lsid:nmbe.ch:spidersp:017747","Lycosidae","Dingosa","simsoni","","Simon",1898,1,"Southern Australia, Tasmania"
"18825",19419,"urn:lsid:nmbe.ch:spidersp:017752","Lycosidae","Dingosa","venefica","","Keyserling",1891,1,"Brazil"
"18826",19420,"urn:lsid:nmbe.ch:spidersp:017753","Lycosidae","Dolocosa","dolosa","","O. Pickard-Cambridge",1873,1,"St. Helena"
"18827",19421,"urn:lsid:nmbe.ch:spidersp:017754","Lycosidae","Donacosa","merlini","","Alderweireldt & Jocqué",1991,0,"Spain"
"18828",19422,"urn:lsid:nmbe.ch:spidersp:017755","Lycosidae","Dorjulopirata","dorjulanus","","Buchar",1997,0,"Bhutan"
"18829",19423,"urn:lsid:nmbe.ch:spidersp:018539","Lycosidae","Draposa","atropalpis","","Gravely",1924,1,"India, Sri Lanka"
"18830",19424,"urn:lsid:nmbe.ch:spidersp:018754","Lycosidae","Draposa","lyrivulva","","Bösenberg & Strand",1906,1,"Pakistan, Maldives, India, Sri Lanka"
"18831",19425,"urn:lsid:nmbe.ch:spidersp:018809","Lycosidae","Draposa","nicobarica","","Thorell",1891,1,"India (Nicobar Is.)"
"18832",19426,"urn:lsid:nmbe.ch:spidersp:018817","Lycosidae","Draposa","oakleyi","","Gravely",1924,1,"United Arab Emirates, Iran, Pakistan, India, Bhutan, Bangladesh"
"18833",19427,"urn:lsid:nmbe.ch:spidersp:040099","Lycosidae","Draposa","porpaensis","","Gajbe",2004,1,"India"
"18834",19428,"urn:lsid:nmbe.ch:spidersp:018948","Lycosidae","Draposa","subhadrae","","Patel & Reddy",1993,1,"India, Sri Lanka"
"18835",19429,"urn:lsid:nmbe.ch:spidersp:018962","Lycosidae","Draposa","tenasserimensis","","Thorell",1895,1,"Myanmar, Indonesia (Java, possibly Sumatra)"
"18836",19430,"urn:lsid:nmbe.ch:spidersp:019028","Lycosidae","Draposa","zhanjiangensis","","Yin, Wang, Peng & Xie",1995,1,"China, possibly Malaysia, Indonesia (Sumatra), Borneo"
"18837",19431,"urn:lsid:nmbe.ch:spidersp:017756","Lycosidae","Edenticosa","edentula","","Simon",1909,1,"Equatorial Guinea (Bioko)"
"18838",19432,"urn:lsid:nmbe.ch:spidersp:017771","Lycosidae","Evippa","aculeata","","Kroneberg",1875,1,"Central Asia"
"18839",19433,"urn:lsid:nmbe.ch:spidersp:017757","Lycosidae","Evippa","aequalis","","Alderweireldt",1991,0,"Senegal, Sudan"
"18840",19435,"urn:lsid:nmbe.ch:spidersp:017758","Lycosidae","Evippa","arenaria","","Audouin",1826,1,"Algeria, Tunisia, Libya, Chad, Egypt, Israel, Palestine"
"18841",19436,"urn:lsid:nmbe.ch:spidersp:017759","Lycosidae","Evippa","badchysica","","Sternbergs",1979,0,"Turkmenistan"
"18842",19437,"urn:lsid:nmbe.ch:spidersp:017760","Lycosidae","Evippa","banarensis","","Tikader & Malhotra",1980,0,"India"
"18843",19438,"urn:lsid:nmbe.ch:spidersp:017761","Lycosidae","Evippa","benevola","","O. Pickard-Cambridge",1885,1,"China (Yarkand), India?"
"18844",19439,"urn:lsid:nmbe.ch:spidersp:017762","Lycosidae","Evippa","beschkentica","","Andreeva",1976,0,"Central Asia"
"18845",19440,"urn:lsid:nmbe.ch:spidersp:038680","Lycosidae","Evippa","caucasica","","Marusik, Guseinov & Koponen",2003,0,"Azerbaijan"
"18846",19441,"urn:lsid:nmbe.ch:spidersp:017763","Lycosidae","Evippa","concolor","","Kroneberg",1875,1,"Tajikistan"
"18847",19442,"urn:lsid:nmbe.ch:spidersp:017764","Lycosidae","Evippa","douglasi","","Hogg",1912,0,"China"
"18848",19443,"urn:lsid:nmbe.ch:spidersp:017765","Lycosidae","Evippa","eltonica","","Dunin",1994,0,"Russia (Europe), Kazakhstan, Iran"
"18849",19444,"urn:lsid:nmbe.ch:spidersp:017766","Lycosidae","Evippa","fortis","","Roewer",1955,0,"Iran, United Arab Emirates"
"18850",19445,"urn:lsid:nmbe.ch:spidersp:040074","Lycosidae","Evippa","jabalpurensis","","Gajbe",2004,0,"India"
"18851",19446,"urn:lsid:nmbe.ch:spidersp:017769","Lycosidae","Evippa","jocquei","","Alderweireldt",1991,0,"North Africa, United Arab Emirates"
"18852",19447,"urn:lsid:nmbe.ch:spidersp:041384","Lycosidae","Evippa","kazachstanica","","Ponomarev",2007,0,"Kazakhstan"
"18853",19448,"urn:lsid:nmbe.ch:spidersp:017770","Lycosidae","Evippa","kirchshoferae","","Roewer",1959,0,"Tunisia, Spain"
"18854",19449,"urn:lsid:nmbe.ch:spidersp:017772","Lycosidae","Evippa","lugubris","","Chen, Song & Kim",1998,0,"China"
"18855",19450,"urn:lsid:nmbe.ch:spidersp:017773","Lycosidae","Evippa","luteipalpis","","Roewer",1955,0,"Iran"
"18856",19452,"urn:lsid:nmbe.ch:spidersp:017774","Lycosidae","Evippa","massaica","","Roewer",1959,1,"Tanzania"
"18857",19453,"urn:lsid:nmbe.ch:spidersp:017775","Lycosidae","Evippa","nigerrima","","Miller & Buchar",1972,1,"Afghanistan"
"18858",19454,"urn:lsid:nmbe.ch:spidersp:017776","Lycosidae","Evippa","onager","","Simon",1895,0,"Israel, Iran, Turkmenistan, China"
"18859",19455,"urn:lsid:nmbe.ch:spidersp:017778","Lycosidae","Evippa","praelongipes","","O. Pickard-Cambridge",1871,1,"Libya to Saudi Arabia, Israel, Kazakhstan, Turkmenistan?, Pakistan?, India?"
"18860",19456,"urn:lsid:nmbe.ch:spidersp:017779","Lycosidae","Evippa","projecta","","Alderweireldt",1991,0,"Kenya"
"18861",19457,"urn:lsid:nmbe.ch:spidersp:017780","Lycosidae","Evippa","rajasthanea","","Tikader & Malhotra",1980,0,"India"
"18862",19458,"urn:lsid:nmbe.ch:spidersp:017781","Lycosidae","Evippa","rubiginosa","","Simon",1885,0,"India"
"18863",19459,"urn:lsid:nmbe.ch:spidersp:017782","Lycosidae","Evippa","russellsmithi","","Alderweireldt",1991,0,"Ethiopia, Somalia"
"18864",19460,"urn:lsid:nmbe.ch:spidersp:017783","Lycosidae","Evippa","schenkeli","","Sternbergs",1979,0,"Turkmenistan"
"18865",19461,"urn:lsid:nmbe.ch:spidersp:017784","Lycosidae","Evippa","shivajii","","Tikader & Malhotra",1980,0,"India"
"18866",19462,"urn:lsid:nmbe.ch:spidersp:017785","Lycosidae","Evippa","sibirica","","Marusik",1995,0,"Kazakhstan, Russia (South Siberia), Mongolia, China"
"18867",19463,"urn:lsid:nmbe.ch:spidersp:017786","Lycosidae","Evippa","sjostedti","","Schenkel",1936,0,"Central Asia, Mongolia, China"
"18868",19464,"urn:lsid:nmbe.ch:spidersp:017787","Lycosidae","Evippa","soderbomi","","Schenkel",1936,0,"Mongolia, China"
"18869",19465,"urn:lsid:nmbe.ch:spidersp:017788","Lycosidae","Evippa","sohani","","Tikader & Malhotra",1980,0,"India"
"18870",19466,"urn:lsid:nmbe.ch:spidersp:017789","Lycosidae","Evippa","solanensis","","Tikader & Malhotra",1980,0,"India"
"18871",19467,"urn:lsid:nmbe.ch:spidersp:017790","Lycosidae","Evippa","strandi","","Lessert",1926,1,"Congo, Rwanda, Tanzania"
"18872",19468,"urn:lsid:nmbe.ch:spidersp:017791","Lycosidae","Evippa","turkmenica","","Sternbergs",1979,0,"Kazakhstan, Turkmenistan"
"18873",19469,"urn:lsid:nmbe.ch:spidersp:017792","Lycosidae","Evippomma","albomarginatum","","Alderweireldt",1992,0,"Senegal to Ethiopia"
"18874",19470,"urn:lsid:nmbe.ch:spidersp:017793","Lycosidae","Evippomma","evippiforme","","Caporiacco",1935,1,"Karakorum"
"18875",19471,"urn:lsid:nmbe.ch:spidersp:017794","Lycosidae","Evippomma","evippinum","","Simon",1897,1,"India"
"18876",19472,"urn:lsid:nmbe.ch:spidersp:017795","Lycosidae","Evippomma","plumipes","","Lessert",1936,1,"East Africa, Tanzania, Zimbabwe, Mozambique, South Africa"
"18877",19473,"urn:lsid:nmbe.ch:spidersp:017796","Lycosidae","Evippomma","simoni","","Alderweireldt",1992,0,"Sudan, Egypt, Israel"
"18878",19474,"urn:lsid:nmbe.ch:spidersp:017797","Lycosidae","Evippomma","squamulatum","","Simon",1898,1,"Namibia, Botswana, Zimbabwe, South Africa"
"18879",19475,"urn:lsid:nmbe.ch:spidersp:041056","Lycosidae","Foveosa","adunca","","Russell-Smith, Alderweireldt & Jocqué",2007,0,"South Africa"
"18880",19476,"urn:lsid:nmbe.ch:spidersp:041057","Lycosidae","Foveosa","albicapillis","","Russell-Smith, Alderweireldt & Jocqué",2007,0,"West Africa"
"18881",19477,"urn:lsid:nmbe.ch:spidersp:018651","Lycosidae","Foveosa","foveolata","","Purcell",1903,1,"Central, East, Southern Africa"
"18882",19478,"urn:lsid:nmbe.ch:spidersp:041058","Lycosidae","Foveosa","infuscata","","Russell-Smith, Alderweireldt & Jocqué",2007,0,"Nigeria, Ghana, Ivory Coast"
"18883",19479,"urn:lsid:nmbe.ch:spidersp:041059","Lycosidae","Foveosa","tintinabulum","","Russell-Smith, Alderweireldt & Jocqué",2007,0,"Congo, Kenya"
"18884",19480,"urn:lsid:nmbe.ch:spidersp:017798","Lycosidae","Geolycosa","aballicola","","Strand",1906,1,"Ethiopia"
"18885",19481,"urn:lsid:nmbe.ch:spidersp:017800","Lycosidae","Geolycosa","albimarginata","","Badcock",1932,1,"Paraguay"
"18886",19482,"urn:lsid:nmbe.ch:spidersp:017802","Lycosidae","Geolycosa","appetens","","Roewer",1960,0,"Namibia"
"18887",19483,"urn:lsid:nmbe.ch:spidersp:017803","Lycosidae","Geolycosa","ashantica","","Strand",1916,1,"Ghana"
"18888",19485,"urn:lsid:nmbe.ch:spidersp:017805","Lycosidae","Geolycosa","atrosellata","","Roewer",1960,0,"Congo"
"18889",19486,"urn:lsid:nmbe.ch:spidersp:017806","Lycosidae","Geolycosa","bridarollii","","Mello-Leitão",1945,1,"Argentina"
"18890",19487,"urn:lsid:nmbe.ch:spidersp:017807","Lycosidae","Geolycosa","buyebalana","","Roewer",1960,0,"Congo"
"18891",19488,"urn:lsid:nmbe.ch:spidersp:017808","Lycosidae","Geolycosa","carli","","Reimoser",1934,1,"India"
"18892",19489,"urn:lsid:nmbe.ch:spidersp:017396","Lycosidae","Geolycosa","charitonovi","","Mcheidze",1997,1,"Caucasus (Russia, Georgia, Azerbaijan), India?"
"18893",19490,"urn:lsid:nmbe.ch:spidersp:017809","Lycosidae","Geolycosa","conspersa","","Thorell",1877,1,"Myanmar, Indonesia (Borneo, Sulawesi)"
"18894",19491,"urn:lsid:nmbe.ch:spidersp:017810","Lycosidae","Geolycosa","cyrenaica","","Simon",1908,1,"North Africa"
"18895",19492,"urn:lsid:nmbe.ch:spidersp:017811","Lycosidae","Geolycosa","diffusa","","Roewer",1960,0,"Cameroon"
"18896",19493,"urn:lsid:nmbe.ch:spidersp:017812","Lycosidae","Geolycosa","disposita","","Roewer",1960,0,"Angola"
"18897",19494,"urn:lsid:nmbe.ch:spidersp:017813","Lycosidae","Geolycosa","diversa","","Roewer",1960,0,"Rwanda"
"18898",19495,"urn:lsid:nmbe.ch:spidersp:017814","Lycosidae","Geolycosa","domifex","","Hancock",1899,1,"USA, Canada"
"18899",19496,"urn:lsid:nmbe.ch:spidersp:017815","Lycosidae","Geolycosa","dunini","","Zyuzin & Logunov",2000,0,"Georgia, Armenia, Azerbaijan"
"18900",19497,"urn:lsid:nmbe.ch:spidersp:017816","Lycosidae","Geolycosa","egena","","L. Koch",1877,1,"Australia (Queensland)"
"18901",19498,"urn:lsid:nmbe.ch:spidersp:017817","Lycosidae","Geolycosa","escambiensis","","Wallace",1942,0,"USA"
"18902",19499,"urn:lsid:nmbe.ch:spidersp:017818","Lycosidae","Geolycosa","excussa","","Tullgren",1905,1,"Bolivia, Argentina"
"18903",19500,"urn:lsid:nmbe.ch:spidersp:017819","Lycosidae","Geolycosa","fatifera","","Hentz",1842,1,"USA"
"18904",19501,"urn:lsid:nmbe.ch:spidersp:017820","Lycosidae","Geolycosa","festina","","L. Koch",1877,1,"Australia (Queensland)"
"18905",19503,"urn:lsid:nmbe.ch:spidersp:017822","Lycosidae","Geolycosa","forsaythi","","Dahl",1908,1,"Papua New Guinea (Bismarck Arch.)"
"18906",19504,"urn:lsid:nmbe.ch:spidersp:017823","Lycosidae","Geolycosa","gaerdesi","","Roewer",1960,0,"Namibia"
"18907",19506,"urn:lsid:nmbe.ch:spidersp:017825","Lycosidae","Geolycosa","gosoga","","Chamberlin",1925,1,"USA"
"18908",19507,"urn:lsid:nmbe.ch:spidersp:017827","Lycosidae","Geolycosa","habilis","","Roewer",1960,0,"Congo, East Africa"
"18909",19508,"urn:lsid:nmbe.ch:spidersp:017828","Lycosidae","Geolycosa","hectoria","","Pocock",1900,1,"South Africa"
"18910",19509,"urn:lsid:nmbe.ch:spidersp:017829","Lycosidae","Geolycosa","hubbelli","","Wallace",1942,0,"USA"
"18911",19510,"urn:lsid:nmbe.ch:spidersp:017830","Lycosidae","Geolycosa","hyltonscottae","","Mello-Leitão",1941,1,"Argentina"
"18912",19512,"urn:lsid:nmbe.ch:spidersp:017832","Lycosidae","Geolycosa","impudica","","Mello-Leitão",1944,1,"Argentina"
"18913",19513,"urn:lsid:nmbe.ch:spidersp:017833","Lycosidae","Geolycosa","incertula","","Mello-Leitão",1941,1,"Argentina"
"18914",19514,"urn:lsid:nmbe.ch:spidersp:017834","Lycosidae","Geolycosa","infensa","","L. Koch",1877,1,"Australia (Queensland, New South Wales)"
"18915",19515,"urn:lsid:nmbe.ch:spidersp:017835","Lycosidae","Geolycosa","insulata","","Mello-Leitão",1944,1,"Argentina"
"18916",19516,"urn:lsid:nmbe.ch:spidersp:017836","Lycosidae","Geolycosa","ituricola","","Strand",1913,1,"Central Africa"
"18917",19517,"urn:lsid:nmbe.ch:spidersp:017837","Lycosidae","Geolycosa","katekeana","","Roewer",1960,0,"Congo"
"18918",19518,"urn:lsid:nmbe.ch:spidersp:017838","Lycosidae","Geolycosa","kijabica","","Strand",1916,1,"East Africa"
"18919",19519,"urn:lsid:nmbe.ch:spidersp:017839","Lycosidae","Geolycosa","lancearia","","Mello-Leitão",1940,1,"Argentina"
"18920",19520,"urn:lsid:nmbe.ch:spidersp:017840","Lycosidae","Geolycosa","latifrons","","Montgomery",1904,0,"USA"
"18921",19521,"urn:lsid:nmbe.ch:spidersp:017841","Lycosidae","Geolycosa","liberiana","","Roewer",1960,0,"Liberia"
"18922",19522,"urn:lsid:nmbe.ch:spidersp:017842","Lycosidae","Geolycosa","lindneri","","Karsch",1879,1,"West, Central Africa"
"18923",19523,"urn:lsid:nmbe.ch:spidersp:017843","Lycosidae","Geolycosa","lusingana","","Roewer",1959,1,"Congo"
"18924",19524,"urn:lsid:nmbe.ch:spidersp:017844","Lycosidae","Geolycosa","micanopy","","Wallace",1942,0,"USA"
"18925",19525,"urn:lsid:nmbe.ch:spidersp:017845","Lycosidae","Geolycosa","minor","","Simon",1909,1,"Equatorial Guinea (Bioko)"
"18926",19526,"urn:lsid:nmbe.ch:spidersp:017846","Lycosidae","Geolycosa","missouriensis","","Banks",1895,1,"USA, Canada"
"18927",19527,"urn:lsid:nmbe.ch:spidersp:017847","Lycosidae","Geolycosa","natalensis","","Roewer",1960,0,"South Africa"
"18928",19528,"urn:lsid:nmbe.ch:spidersp:017848","Lycosidae","Geolycosa","nolotthensis","","Simon",1910,1,"Namibia, South Africa"
"18929",19529,"urn:lsid:nmbe.ch:spidersp:017849","Lycosidae","Geolycosa","nossibeensis","","Strand",1907,1,"Madagascar"
"18930",19530,"urn:lsid:nmbe.ch:spidersp:017850","Lycosidae","Geolycosa","ornatipes","","Bryant",1935,1,"USA"
"18931",19531,"urn:lsid:nmbe.ch:spidersp:017851","Lycosidae","Geolycosa","patellonigra","","Wallace",1942,0,"USA"
"18932",19532,"urn:lsid:nmbe.ch:spidersp:017853","Lycosidae","Geolycosa","pikei","","Marx",1881,1,"USA"
"18933",19533,"urn:lsid:nmbe.ch:spidersp:017854","Lycosidae","Geolycosa","rafaelana","","Chamberlin",1928,1,"USA"
"18934",19534,"urn:lsid:nmbe.ch:spidersp:017855","Lycosidae","Geolycosa","raptatorides","","Strand",1909,1,"Uruguay"
"18935",19535,"urn:lsid:nmbe.ch:spidersp:017856","Lycosidae","Geolycosa","riograndae","","Wallace",1942,0,"USA"
"18936",19536,"urn:lsid:nmbe.ch:spidersp:017857","Lycosidae","Geolycosa","rogersi","","Wallace",1942,0,"USA"
"18937",19537,"urn:lsid:nmbe.ch:spidersp:017858","Lycosidae","Geolycosa","rubrotaeniata","","Keyserling",1877,1,"Colombia"
"18938",19538,"urn:lsid:nmbe.ch:spidersp:017859","Lycosidae","Geolycosa","rufibarbis","","Mello-Leitão",1947,1,"Brazil"
"18939",19539,"urn:lsid:nmbe.ch:spidersp:017860","Lycosidae","Geolycosa","sangilia","","Roewer",1955,1,"Colombia"
"18940",19540,"urn:lsid:nmbe.ch:spidersp:017862","Lycosidae","Geolycosa","schulzi","","Dahl",1908,1,"Papua New Guinea (Bismarck Arch.)"
"18941",19541,"urn:lsid:nmbe.ch:spidersp:017864","Lycosidae","Geolycosa","sexmaculata","","Roewer",1960,0,"Afghanistan"
"18942",19542,"urn:lsid:nmbe.ch:spidersp:017865","Lycosidae","Geolycosa","shinkuluna","","Roewer",1960,0,"Congo"
"18943",19543,"urn:lsid:nmbe.ch:spidersp:017866","Lycosidae","Geolycosa","suahela","","Strand",1913,1,"Central, East Africa"
"18944",19544,"urn:lsid:nmbe.ch:spidersp:017867","Lycosidae","Geolycosa","subvittata","","Pocock",1900,1,"South Africa"
"18945",19545,"urn:lsid:nmbe.ch:spidersp:017868","Lycosidae","Geolycosa","tangana","","Roewer",1959,1,"Tanzania"
"18946",19546,"urn:lsid:nmbe.ch:spidersp:017869","Lycosidae","Geolycosa","ternetzi","","Mello-Leitão",1939,1,"Paraguay"
"18947",19547,"urn:lsid:nmbe.ch:spidersp:017870","Lycosidae","Geolycosa","timorensis","","Thorell",1881,1,"Timor"
"18948",19548,"urn:lsid:nmbe.ch:spidersp:017871","Lycosidae","Geolycosa","togonia","","Roewer",1960,0,"Togo"
"18949",19549,"urn:lsid:nmbe.ch:spidersp:017873","Lycosidae","Geolycosa","turricola","","Treat",1880,1,"USA"
"18950",19550,"urn:lsid:nmbe.ch:spidersp:017874","Lycosidae","Geolycosa","uinticolens","","Chamberlin",1936,1,"USA"
"18951",19551,"urn:lsid:nmbe.ch:spidersp:017875","Lycosidae","Trochosa","urbana","","O. Pickard-Cambridge",1876,0,"North Africa, Ethiopia to Seychelles, Madagascar (Nosy Be), Israel, Iran"
"18952",19553,"urn:lsid:nmbe.ch:spidersp:017877","Lycosidae","Geolycosa","uruguayaca","","Strand",1909,1,"Uruguay"
"18953",19554,"urn:lsid:nmbe.ch:spidersp:017878","Lycosidae","Geolycosa","vultuosa","","C. L. Koch",1838,1,"Slovakia, Hungary, south-eastern and eastern Europe, Turkey, Caucasus, Israel, Syria, Iran"
"18954",19555,"urn:lsid:nmbe.ch:spidersp:017879","Lycosidae","Geolycosa","wrighti","","Emerton",1912,1,"USA, Canada"
"18955",19556,"urn:lsid:nmbe.ch:spidersp:017880","Lycosidae","Geolycosa","xera","","McCrone",1963,0,"USA"
"18956",19557,"urn:lsid:nmbe.ch:spidersp:017881","Lycosidae","Geolycosa","xera","archboldi","McCrone",1963,0,"USA"
"18957",19558,"urn:lsid:nmbe.ch:spidersp:017882","Lycosidae","Gladicosa","bellamyi","","Gertsch & Wallace",1937,1,"USA"
"18958",19559,"urn:lsid:nmbe.ch:spidersp:017883","Lycosidae","Gladicosa","euepigynata","","Montgomery",1904,1,"USA"
"18959",19560,"urn:lsid:nmbe.ch:spidersp:017884","Lycosidae","Gladicosa","gulosa","","Walckenaer",1837,1,"USA, Canada"
"18960",19561,"urn:lsid:nmbe.ch:spidersp:017885","Lycosidae","Gladicosa","huberti","","Chamberlin",1924,1,"USA"
"18961",19562,"urn:lsid:nmbe.ch:spidersp:017886","Lycosidae","Gladicosa","pulchra","","Keyserling",1877,1,"USA"
"18962",19563,"urn:lsid:nmbe.ch:spidersp:017887","Lycosidae","Gnatholycosa","spinipalpis","","Mello-Leitão",1940,0,"Argentina"
"18963",19564,"urn:lsid:nmbe.ch:spidersp:017888","Lycosidae","Hesperocosa","unica","","Gertsch & Wallace",1935,1,"USA"
"18964",19565,"urn:lsid:nmbe.ch:spidersp:017889","Lycosidae","Hippasa","affinis","","Lessert",1933,0,"Angola"
"18965",19567,"urn:lsid:nmbe.ch:spidersp:017892","Lycosidae","Hippasa","agelenoides","","Simon",1884,1,"Pakistan, India to Taiwan"
